Interactive Elements:
ID: mache-0 | Parent: none | Tag: div | Role: div | Text: "             " | Bounds: 0.0000,0.0000,1.0000,10.2299 | Path: div.logged-out.env-production
ID: mache-98 | Parent: mache-93 | Tag: a | Role: link | Text: "Partners" | Bounds: 0.4152,0.2708,0.1031,0.0220 | Path: div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy > li > a.NavLink-module__link__EG3d4
ID: mache-99 | Parent: mache-76 | Tag: div | Role: div | Text: "View all resources" | Bounds: 0.1512,0.3221,0.3836,0.0513 | Path: li > div.NavDropdown-module__container__l2YeI.js-details-container > div.NavDropdown-module__dropdown__xm1jd > div
ID: mache-100 | Parent: mache-99 | Tag: a | Role: link | Text: "View all resources" | Bounds: 0.1677,0.3368,0.3506,0.0220 | Path: div.NavDropdown-module__container__l2YeI.js-details-container > div.NavDropdown-module__dropdown__xm1jd > div > a.NavLink-module__link__EG3d4
ID: mache-101 | Parent: mache-17 | Tag: div | Role: div | Text: "Open SourceCOMMUNITYGitHub SponsorsFund open source developersPROGRAMSSecurit..." | Bounds: 0.2092,0.0148,0.0696,0.0370 | Path: nav.MarketingNavigation-module__nav__W0KYY > ul.MarketingNavigation-module__list__tFbMb > li > div.NavDropdown-module__container__l2YeI.js-details-container
ID: mache-102 | Parent: mache-101 | Tag: button | Role: button | Text: "Open Source" | Bounds: 0.2092,0.0148,0.0696,0.0370 | Path: ul.MarketingNavigation-module__list__tFbMb > li > div.NavDropdown-module__container__l2YeI.js-details-container > button.NavDropdown-module__button__PEHWX.js-details-target
ID: mache-103 | Parent: mache-101 | Tag: div | Role: div | Text: "COMMUNITYGitHub SponsorsFund open source developersPROGRAMSSecurity LabMainta..." | Bounds: 0.2112,0.0416,0.4002,0.2805 | Path: ul.MarketingNavigation-module__list__tFbMb > li > div.NavDropdown-module__container__l2YeI.js-details-container > div.NavDropdown-module__dropdown__xm1jd
ID: mache-104 | Parent: mache-103 | Tag: ul | Role: ul | Text: "COMMUNITYGitHub SponsorsFund open source developersPROGRAMSSecurity LabMainta..." | Bounds: 0.2112,0.0416,0.4002,0.2805 | Path: li > div.NavDropdown-module__container__l2YeI.js-details-container > div.NavDropdown-module__dropdown__xm1jd > ul.NavDropdown-module__list__zuCgG
ID: mache-105 | Parent: mache-104 | Tag: div | Role: div | Text: "COMMUNITYGitHub SponsorsFund open source developers" | Bounds: 0.2277,0.0709,0.1197,0.2218 | Path: div.NavDropdown-module__dropdown__xm1jd > ul.NavDropdown-module__list__zuCgG > li > div.NavGroup-module__group__W8SqJ
ID: mache-106 | Parent: mache-105 | Tag: ul | Role: ul | Text: "GitHub SponsorsFund open source developers" | Bounds: 0.2277,0.1094,0.1197,0.0413 | Path: ul.NavDropdown-module__list__zuCgG > li > div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy
ID: mache-107 | Parent: mache-106 | Tag: a | Role: link | Text: "GitHub SponsorsFund open source developers" | Bounds: 0.2277,0.1094,0.1197,0.0413 | Path: div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy > li > a.NavLink-module__link__EG3d4
ID: mache-108 | Parent: mache-104 | Tag: div | Role: div | Text: "PROGRAMSSecurity LabMaintainer CommunityAcceleratorGitHub StarsArchive Program" | Bounds: 0.3680,0.0709,0.1031,0.2218 | Path: div.NavDropdown-module__dropdown__xm1jd > ul.NavDropdown-module__list__zuCgG > li > div.NavGroup-module__group__W8SqJ
ID: mache-109 | Parent: mache-108 | Tag: ul | Role: ul | Text: "Security LabMaintainer CommunityAcceleratorGitHub StarsArchive Program" | Bounds: 0.3680,0.1094,0.1031,0.1833 | Path: ul.NavDropdown-module__list__zuCgG > li > div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy
ID: mache-110 | Parent: mache-109 | Tag: a | Role: link | Text: "Security Lab" | Bounds: 0.3680,0.1094,0.1031,0.0220 | Path: div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy > li > a.NavLink-module__link__EG3d4
ID: mache-111 | Parent: mache-109 | Tag: a | Role: link | Text: "Maintainer Community" | Bounds: 0.3680,0.1498,0.1031,0.0220 | Path: div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy > li > a.NavLink-module__link__EG3d4
ID: mache-112 | Parent: mache-109 | Tag: a | Role: link | Text: "Accelerator" | Bounds: 0.3680,0.1901,0.1031,0.0220 | Path: div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy > li > a.NavLink-module__link__EG3d4
ID: mache-113 | Parent: mache-109 | Tag: a | Role: link | Text: "GitHub Stars" | Bounds: 0.3680,0.2304,0.1031,0.0220 | Path: div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy > li > a.NavLink-module__link__EG3d4
ID: mache-114 | Parent: mache-109 | Tag: a | Role: link | Text: "Archive Program" | Bounds: 0.3680,0.2708,0.1031,0.0220 | Path: div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy > li > a.NavLink-module__link__EG3d4
ID: mache-115 | Parent: mache-104 | Tag: div | Role: div | Text: "REPOSITORIESTopicsTrendingCollections" | Bounds: 0.4917,0.0709,0.1031,0.2218 | Path: div.NavDropdown-module__dropdown__xm1jd > ul.NavDropdown-module__list__zuCgG > li > div.NavGroup-module__group__W8SqJ
ID: mache-116 | Parent: mache-115 | Tag: ul | Role: ul | Text: "TopicsTrendingCollections" | Bounds: 0.4917,0.1094,0.1031,0.1027 | Path: ul.NavDropdown-module__list__zuCgG > li > div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy
ID: mache-117 | Parent: mache-116 | Tag: a | Role: link | Text: "Topics" | Bounds: 0.4917,0.1094,0.1031,0.0220 | Path: div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy > li > a.NavLink-module__link__EG3d4
ID: mache-118 | Parent: mache-116 | Tag: a | Role: link | Text: "Trending" | Bounds: 0.4917,0.1498,0.1031,0.0220 | Path: div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy > li > a.NavLink-module__link__EG3d4
ID: mache-119 | Parent: mache-116 | Tag: a | Role: link | Text: "Collections" | Bounds: 0.4917,0.1901,0.1031,0.0220 | Path: div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy > li > a.NavLink-module__link__EG3d4
ID: mache-120 | Parent: mache-17 | Tag: div | Role: div | Text: "EnterpriseENTERPRISE SOLUTIONSEnterprise platformAI-powered developer platfor..." | Bounds: 0.2788,0.0148,0.0583,0.0370 | Path: nav.MarketingNavigation-module__nav__W0KYY > ul.MarketingNavigation-module__list__tFbMb > li > div.NavDropdown-module__container__l2YeI.js-details-container
ID: mache-121 | Parent: mache-120 | Tag: button | Role: button | Text: "Enterprise" | Bounds: 0.2788,0.0148,0.0583,0.0370 | Path: ul.MarketingNavigation-module__list__tFbMb > li > div.NavDropdown-module__container__l2YeI.js-details-container > button.NavDropdown-module__button__PEHWX.js-details-target
ID: mache-122 | Parent: mache-120 | Tag: div | Role: div | Text: "ENTERPRISE SOLUTIONSEnterprise platformAI-powered developer platformAVAILABLE..." | Bounds: 0.2804,0.0416,0.3135,0.2576 | Path: ul.MarketingNavigation-module__list__tFbMb > li > div.NavDropdown-module__container__l2YeI.js-details-container > div.NavDropdown-module__dropdown__xm1jd
ID: mache-123 | Parent: mache-122 | Tag: ul | Role: ul | Text: "ENTERPRISE SOLUTIONSEnterprise platformAI-powered developer platformAVAILABLE..." | Bounds: 0.2804,0.0416,0.3135,0.2576 | Path: li > div.NavDropdown-module__container__l2YeI.js-details-container > div.NavDropdown-module__dropdown__xm1jd > ul.NavDropdown-module__list__zuCgG
ID: mache-124 | Parent: mache-123 | Tag: div | Role: div | Text: "ENTERPRISE SOLUTIONSEnterprise platformAI-powered developer platform" | Bounds: 0.2969,0.0709,0.1248,0.1989 | Path: div.NavDropdown-module__dropdown__xm1jd > ul.NavDropdown-module__list__zuCgG > li > div.NavGroup-module__group__W8SqJ
ID: mache-125 | Parent: mache-124 | Tag: ul | Role: ul | Text: "Enterprise platformAI-powered developer platform" | Bounds: 0.2969,0.1094,0.1248,0.0413 | Path: ul.NavDropdown-module__list__zuCgG > li > div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy
ID: mache-126 | Parent: mache-125 | Tag: a | Role: link | Text: "Enterprise platformAI-powered developer platform" | Bounds: 0.2969,0.1094,0.1248,0.0413 | Path: div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy > li > a.NavLink-module__link__EG3d4
ID: mache-127 | Parent: mache-123 | Tag: div | Role: div | Text: "AVAILABLE ADD-ONSGitHub Advanced SecurityEnterprise-grade security featuresCo..." | Bounds: 0.4423,0.0709,0.1351,0.1989 | Path: div.NavDropdown-module__dropdown__xm1jd > ul.NavDropdown-module__list__zuCgG > li > div.NavGroup-module__group__W8SqJ
ID: mache-128 | Parent: mache-127 | Tag: ul | Role: ul | Text: "GitHub Advanced SecurityEnterprise-grade security featuresCopilot for Busines..." | Bounds: 0.4423,0.1094,0.1351,0.1604 | Path: ul.NavDropdown-module__list__zuCgG > li > div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy
ID: mache-129 | Parent: mache-128 | Tag: a | Role: link | Text: "GitHub Advanced SecurityEnterprise-grade security features" | Bounds: 0.4423,0.1094,0.1351,0.0413 | Path: div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy > li > a.NavLink-module__link__EG3d4
ID: mache-130 | Parent: mache-128 | Tag: a | Role: link | Text: "Copilot for BusinessEnterprise-grade AI features" | Bounds: 0.4423,0.1690,0.1351,0.0413 | Path: div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy > li > a.NavLink-module__link__EG3d4
ID: mache-131 | Parent: mache-128 | Tag: a | Role: link | Text: "Premium SupportEnterprise-grade 24/7 support" | Bounds: 0.4423,0.2286,0.1351,0.0412 | Path: div.NavGroup-module__group__W8SqJ > ul.NavGroup-module__list__UCOFy > li > a.NavLink-module__link__EG3d4
ID: mache-132 | Parent: mache-17 | Tag: a | Role: link | Text: "Pricing" | Bounds: 0.3371,0.0148,0.0355,0.0370 | Path: nav.MarketingNavigation-module__nav__W0KYY > ul.MarketingNavigation-module__list__tFbMb > li > a.NavLink-module__link__EG3d4
ID: mache-133 | Parent: mache-14 | Tag: div | Role: div | Text: "    " | Bounds: 0.3809,0.0148,0.6024,0.0370 | Path: div.d-flex.flex-column > div.HeaderMenu.js-header-menu > div.HeaderMenu-wrapper.d-flex > div.d-flex.flex-column
ID: mache-134 | Parent: mache-133 | Tag: div | Role: div | Text: "   " | Bounds: 0.7301,0.0185,0.1667,0.0296 | Path: div.HeaderMenu-wrapper.d-flex > div.d-flex.flex-column > qbsearch-input.search-input > div.search-input-container.search-with-dialog
ID: mache-135 | Parent: mache-134 | Tag: button | Role: button | Text: "Search or jump to…" | Bounds: 0.7306,0.0194,0.1656,0.0278 | Path: div.d-flex.flex-column > qbsearch-input.search-input > div.search-input-container.search-with-dialog > button.header-search-button.placeholder
ID: mache-136 | Parent: mache-134 | Tag: input | Role: textbox | Text: "hidden" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.d-flex.flex-column > qbsearch-input.search-input > div.search-input-container.search-with-dialog > input.js-site-search-type-field
ID: mache-137 | Parent: mache-134 | Tag: div | Role: div | Text: "Search code, repositories, users, issues, pull requests...


      ..." | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.d-flex.flex-column > qbsearch-input.search-input > div.search-input-container.search-with-dialog > div.Overlay--hidden
ID: mache-138 | Parent: mache-137 | Tag: h1 | Role: heading | Text: "Search code, repositories, users, issues, pull requests..." | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.search-input-container.search-with-dialog > div.Overlay--hidden > modal-dialog.Overlay.Overlay--width-large > h1.sr-only
ID: mache-139 | Parent: mache-137 | Tag: div | Role: div | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.search-input-container.search-with-dialog > div.Overlay--hidden > modal-dialog.Overlay.Overlay--width-large > div.Overlay-body.Overlay-body--paddingNone
ID: mache-140 | Parent: mache-139 | Tag: div | Role: div | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.Overlay--hidden > modal-dialog.Overlay.Overlay--width-large > div.Overlay-body.Overlay-body--paddingNone > div
ID: mache-141 | Parent: mache-140 | Tag: div | Role: div | Text: "  " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: modal-dialog.Overlay.Overlay--width-large > div.Overlay-body.Overlay-body--paddingNone > div > div.search-suggestions.position-fixed
ID: mache-142 | Parent: mache-141 | Tag: form | Role: form | Text: "Search








      ..." | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.Overlay-body.Overlay-body--paddingNone > div > div.search-suggestions.position-fixed > form
ID: mache-143 | Parent: mache-142 | Tag: div | Role: div | Text: "                                      " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.search-suggestions.position-fixed > form > query-builder.QueryBuilder.search-query-builder > div.FormControl.FormControl--fullWidth
ID: mache-144 | Parent: mache-143 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: form > query-builder.QueryBuilder.search-query-builder > div.FormControl.FormControl--fullWidth > div.QueryBuilder-StyledInput.width-fit
ID: mache-145 | Parent: mache-144 | Tag: div | Role: div | Text: "  " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: query-builder.QueryBuilder.search-query-builder > div.FormControl.FormControl--fullWidth > div.QueryBuilder-StyledInput.width-fit > div.QueryBuilder-StyledInputContainer
ID: mache-146 | Parent: mache-145 | Tag: div | Role: div | Text: "  " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.FormControl.FormControl--fullWidth > div.QueryBuilder-StyledInput.width-fit > div.QueryBuilder-StyledInputContainer > div.QueryBuilder-InputWrapper
ID: mache-147 | Parent: mache-146 | Tag: input | Role: combobox | Text: "text" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.QueryBuilder-StyledInput.width-fit > div.QueryBuilder-StyledInputContainer > div.QueryBuilder-InputWrapper > input.FormControl-input.QueryBuilder-Input
ID: mache-148 | Parent: mache-144 | Tag: button | Role: button | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.FormControl.FormControl--fullWidth > div.QueryBuilder-StyledInput.width-fit > span > button.Button.Button--iconOnly
ID: mache-149 | Parent: mache-143 | Tag: div | Role: div | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: form > query-builder.QueryBuilder.search-query-builder > div.FormControl.FormControl--fullWidth > div.position-relative
ID: mache-150 | Parent: mache-149 | Tag: ul | Role: listbox | Text: "Suggestions" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: query-builder.QueryBuilder.search-query-builder > div.FormControl.FormControl--fullWidth > div.position-relative > ul.ActionListWrap.QueryBuilder-ListWrap
ID: mache-151 | Parent: mache-150 | Tag: h3 | Role: presentation | Text: " Explore " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.position-relative > ul.ActionListWrap.QueryBuilder-ListWrap > li.ActionList-sectionDivider > h3.ActionList-sectionDivider-title.QueryBuilder-sectionTitle
ID: mache-152 | Parent: mache-141 | Tag: div | Role: div | Text: "  " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.Overlay-body.Overlay-body--paddingNone > div > div.search-suggestions.position-fixed > div.d-flex.flex-row
ID: mache-153 | Parent: mache-152 | Tag: a | Role: link | Text: "Search syntax tips" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > div.search-suggestions.position-fixed > div.d-flex.flex-row > a.Link.color-fg-accent
ID: mache-154 | Parent: mache-133 | Tag: div | Role: div | Text: "  " | Bounds: 0.7301,0.0481,0.1667,0.0000 | Path: div.HeaderMenu-wrapper.d-flex > div.d-flex.flex-column > qbsearch-input.search-input > div.color-fg-default
ID: mache-155 | Parent: mache-154 | Tag: div | Role: div | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.color-fg-default > dialog-helper > dialog.Overlay.Overlay-whenNarrow > div.Overlay-header
ID: mache-156 | Parent: mache-155 | Tag: div | Role: div | Text: "  " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: dialog-helper > dialog.Overlay.Overlay-whenNarrow > div.Overlay-header > div.Overlay-headerContentWrap
ID: mache-157 | Parent: mache-156 | Tag: div | Role: div | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: dialog.Overlay.Overlay-whenNarrow > div.Overlay-header > div.Overlay-headerContentWrap > div.Overlay-titleWrap
ID: mache-158 | Parent: mache-157 | Tag: h1 | Role: heading | Text: "Provide feedback" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.Overlay-header > div.Overlay-headerContentWrap > div.Overlay-titleWrap > h1.Overlay-title
ID: mache-159 | Parent: mache-156 | Tag: div | Role: div | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: dialog.Overlay.Overlay-whenNarrow > div.Overlay-header > div.Overlay-headerContentWrap > div.Overlay-actionWrap
ID: mache-160 | Parent: mache-159 | Tag: button | Role: button | Text: "Close" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.Overlay-header > div.Overlay-headerContentWrap > div.Overlay-actionWrap > button.close-button.Overlay-closeButton
ID: mache-161 | Parent: mache-154 | Tag: div | Role: div | Text: "We read every piece of feedback, and take your input very seriously.
        ..." | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: dialog-helper > dialog.Overlay.Overlay-whenNarrow > scrollable-region > div.Overlay-body
ID: mache-162 | Parent: mache-161 | Tag: form | Role: form | Text: "    " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: dialog.Overlay.Overlay-whenNarrow > scrollable-region > div.Overlay-body > form
ID: mache-163 | Parent: mache-162 | Tag: input | Role: textbox | Text: "hidden" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: scrollable-region > div.Overlay-body > form > input
ID: mache-164 | Parent: mache-162 | Tag: textarea | Role: textbox | Text: "" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: scrollable-region > div.Overlay-body > form > textarea.form-control.width-full
ID: mache-165 | Parent: mache-162 | Tag: input | Role: textbox | Text: "Include my email address so I can be contacted" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: scrollable-region > div.Overlay-body > form > input.form-control.mr-2
ID: mache-166 | Parent: mache-154 | Tag: div | Role: div | Text: "  " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.color-fg-default > dialog-helper > dialog.Overlay.Overlay-whenNarrow > div.Overlay-footer.Overlay-footer--alignEnd
ID: mache-167 | Parent: mache-166 | Tag: button | Role: button | Text: "Cancel" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: dialog-helper > dialog.Overlay.Overlay-whenNarrow > div.Overlay-footer.Overlay-footer--alignEnd > button.btn
ID: mache-168 | Parent: mache-166 | Tag: button | Role: button | Text: "Submit feedback" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: dialog-helper > dialog.Overlay.Overlay-whenNarrow > div.Overlay-footer.Overlay-footer--alignEnd > button.btn-primary.btn
ID: mache-169 | Parent: mache-154 | Tag: div | Role: div | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: custom-scopes > dialog-helper > dialog.Overlay.Overlay-whenNarrow > div.Overlay-header.Overlay-header--divided
ID: mache-170 | Parent: mache-169 | Tag: div | Role: div | Text: "  " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: dialog-helper > dialog.Overlay.Overlay-whenNarrow > div.Overlay-header.Overlay-header--divided > div.Overlay-headerContentWrap
ID: mache-171 | Parent: mache-170 | Tag: div | Role: div | Text: "  " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: dialog.Overlay.Overlay-whenNarrow > div.Overlay-header.Overlay-header--divided > div.Overlay-headerContentWrap > div.Overlay-titleWrap
ID: mache-172 | Parent: mache-171 | Tag: h1 | Role: heading | Text: "Saved searches" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.Overlay-header.Overlay-header--divided > div.Overlay-headerContentWrap > div.Overlay-titleWrap > h1.Overlay-title
ID: mache-173 | Parent: mache-171 | Tag: h2 | Role: heading | Text: "Use saved searches to filter your results more quickly" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.Overlay-header.Overlay-header--divided > div.Overlay-headerContentWrap > div.Overlay-titleWrap > h2.Overlay-description
ID: mache-174 | Parent: mache-170 | Tag: div | Role: div | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: dialog.Overlay.Overlay-whenNarrow > div.Overlay-header.Overlay-header--divided > div.Overlay-headerContentWrap > div.Overlay-actionWrap
ID: mache-175 | Parent: mache-174 | Tag: button | Role: button | Text: "Close" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.Overlay-header.Overlay-header--divided > div.Overlay-headerContentWrap > div.Overlay-actionWrap > button.close-button.Overlay-closeButton
ID: mache-176 | Parent: mache-154 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: dialog-helper > dialog.Overlay.Overlay-whenNarrow > scrollable-region > div.Overlay-body
ID: mache-177 | Parent: mache-176 | Tag: div | Role: div | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: dialog.Overlay.Overlay-whenNarrow > scrollable-region > div.Overlay-body > div.create-custom-scope-form
ID: mache-178 | Parent: mache-177 | Tag: form | Role: form | Text: "     " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: scrollable-region > div.Overlay-body > div.create-custom-scope-form > form
ID: mache-179 | Parent: mache-178 | Tag: input | Role: textbox | Text: "hidden" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.Overlay-body > div.create-custom-scope-form > form > input
ID: mache-180 | Parent: mache-178 | Tag: input | Role: textbox | Text: "hidden" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.Overlay-body > div.create-custom-scope-form > form > input
ID: mache-181 | Parent: mache-178 | Tag: div | Role: div | Text: "  " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.Overlay-body > div.create-custom-scope-form > form > div.form-group
ID: mache-182 | Parent: mache-181 | Tag: input | Role: textbox | Text: "text" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: form > div.form-group > auto-check > input.form-control
ID: mache-183 | Parent: mache-181 | Tag: input | Role: textbox | Text: "hidden" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: form > div.form-group > auto-check > input
ID: mache-184 | Parent: mache-178 | Tag: div | Role: div | Text: "  " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.Overlay-body > div.create-custom-scope-form > form > div.form-group
ID: mache-185 | Parent: mache-184 | Tag: input | Role: textbox | Text: "text" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.create-custom-scope-form > form > div.form-group > input.form-control
ID: mache-186 | Parent: mache-178 | Tag: a | Role: link | Text: "documentation" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.create-custom-scope-form > form > p.text-small.color-fg-muted > a.Link--inTextBlock
ID: mache-187 | Parent: mache-154 | Tag: div | Role: div | Text: "  " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: custom-scopes > dialog-helper > dialog.Overlay.Overlay-whenNarrow > div.Overlay-footer.Overlay-footer--alignEnd
ID: mache-188 | Parent: mache-187 | Tag: button | Role: button | Text: "Cancel" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: dialog-helper > dialog.Overlay.Overlay-whenNarrow > div.Overlay-footer.Overlay-footer--alignEnd > button.btn
ID: mache-189 | Parent: mache-187 | Tag: button | Role: button | Text: "Create saved search" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: dialog-helper > dialog.Overlay.Overlay-whenNarrow > div.Overlay-footer.Overlay-footer--alignEnd > button.btn-primary.btn
ID: mache-190 | Parent: mache-133 | Tag: div | Role: div | Text: " " | Bounds: 0.8967,0.0185,0.0415,0.0296 | Path: div.HeaderMenu.js-header-menu > div.HeaderMenu-wrapper.d-flex > div.d-flex.flex-column > div.position-relative.HeaderMenu-link-wrap
ID: mache-191 | Parent: mache-190 | Tag: a | Role: link | Text: "Sign in" | Bounds: 0.9030,0.0185,0.0352,0.0296 | Path: div.HeaderMenu-wrapper.d-flex > div.d-flex.flex-column > div.position-relative.HeaderMenu-link-wrap > a.HeaderMenu-link.HeaderMenu-link--sign-in
ID: mache-192 | Parent: mache-133 | Tag: a | Role: link | Text: "Sign up" | Bounds: 0.9444,0.0185,0.0389,0.0296 | Path: div.HeaderMenu.js-header-menu > div.HeaderMenu-wrapper.d-flex > div.d-flex.flex-column > a.HeaderMenu-link.HeaderMenu-link--sign-up
ID: mache-193 | Parent: mache-133 | Tag: button | Role: button | Text: "Resetting focus" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.HeaderMenu.js-header-menu > div.HeaderMenu-wrapper.d-flex > div.d-flex.flex-column > button.sr-only.js-header-menu-focus-trap
ID: mache-194 | Parent: mache-1 | Tag: div | Role: div | Text: "     " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.logged-out.env-production > div.position-relative.header-wrapper > div.js-stale-session-flash.stale-session-flash
ID: mache-195 | Parent: mache-194 | Tag: a | Role: link | Text: "Reload" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.position-relative.header-wrapper > div.js-stale-session-flash.stale-session-flash > span.js-stale-session-flash-signed-in > a.Link--inTextBlock
ID: mache-196 | Parent: mache-194 | Tag: a | Role: link | Text: "Reload" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.position-relative.header-wrapper > div.js-stale-session-flash.stale-session-flash > span.js-stale-session-flash-signed-out > a.Link--inTextBlock
ID: mache-197 | Parent: mache-194 | Tag: a | Role: link | Text: "Reload" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.position-relative.header-wrapper > div.js-stale-session-flash.stale-session-flash > span.js-stale-session-flash-switched > a.Link--inTextBlock
ID: mache-198 | Parent: mache-194 | Tag: button | Role: button | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.logged-out.env-production > div.position-relative.header-wrapper > div.js-stale-session-flash.stale-session-flash > button.Button.Button--iconOnly
ID: mache-199 | Parent: mache-0 | Tag: div | Role: div | Text: " " | Bounds: 0.0000,0.0000,1.0000,9.6743 | Path: div.logged-out.env-production > div.application-main
ID: mache-200 | Parent: mache-199 | Tag: main | Role: main | Text: " " | Bounds: 0.0000,0.0000,1.0000,9.6743 | Path: div.logged-out.env-production > div.application-main > main.font-mktg
ID: mache-201 | Parent: mache-200 | Tag: div | Role: div | Text: "Mona the Octocat, Copilot, and Ducky float jubilantly upward from behind the ..." | Bounds: 0.0000,0.0000,1.0000,9.6743 | Path: div.application-main > main.font-mktg > react-app.loaded > div
ID: mache-202 | Parent: mache-201 | Tag: div | Role: div | Text: "Mona the Octocat, Copilot, and Ducky float jubilantly upward from behind the ..." | Bounds: 0.0000,0.0000,1.0000,9.6743 | Path: main.font-mktg > react-app.loaded > div > div
ID: mache-203 | Parent: mache-202 | Tag: div | Role: div | Text: "Mona the Octocat, Copilot, and Ducky float jubilantly upward from behind the ..." | Bounds: 0.0000,0.0000,1.0000,9.6743 | Path: react-app.loaded > div > div > div.lp-Home
ID: mache-204 | Parent: mache-203 | Tag: section | Role: region | Text: "Mona the Octocat, Copilot, and Ducky float jubilantly upward from behind the ..." | Bounds: 0.0000,0.0000,1.0000,1.7656 | Path: div > div > div.lp-Home > section
