Interactive Elements:
ID: mache-0 | Parent: none | Tag: header | Role: banner | Text: "   " | Bounds: 0.2500,0.0148,0.5000,0.0259 | Path: header
ID: mache-146 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments
ID: mache-147 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,0.4747,0.4927,0.0539 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-148 | Parent: mache-147 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,0.4784,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-149 | Parent: mache-148 | Tag: a | Role: link | Text: "13" | Bounds: 0.2553,0.4784,0.0093,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-150 | Parent: mache-147 | Tag: div | Role: div | Text: "    " | Bounds: 0.2687,0.4784,0.4760,0.0465 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-151 | Parent: mache-150 | Tag: a | Role: link | Text: "What are you doing this week?" | Bounds: 0.2687,0.4829,0.1218,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-152 | Parent: mache-150 | Tag: a | Role: link | Text: "Description text for: What are you doing this week?" | Bounds: 0.3928,0.4829,0.0097,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.description_present
ID: mache-153 | Parent: mache-150 | Tag: a | Role: link | Text: "ask" | Bounds: 0.4062,0.4847,0.0140,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_ask
ID: mache-154 | Parent: mache-150 | Tag: a | Role: link | Text: "programming" | Bounds: 0.4239,0.4847,0.0384,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_programming
ID: mache-155 | Parent: mache-150 | Tag: div | Role: div | Text: "     " | Bounds: 0.2687,0.5034,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-156 | Parent: mache-155 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,0.5053,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-157 | Parent: mache-156 | Tag: img | Role: img | Text: "caius avatar" | Bounds: 0.2687,0.5070,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-158 | Parent: mache-155 | Tag: a | Role: link | Text: "caius" | Bounds: 0.3274,0.5053,0.0196,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-159 | Parent: mache-155 | Tag: a | Role: heading | Text: "19 comments" | Bounds: 0.4001,0.5053,0.0510,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-160 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments
ID: mache-161 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,0.5286,0.4927,0.0539 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-162 | Parent: mache-161 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,0.5323,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-163 | Parent: mache-162 | Tag: a | Role: link | Text: "12" | Bounds: 0.2553,0.5323,0.0093,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-164 | Parent: mache-161 | Tag: div | Role: div | Text: "      " | Bounds: 0.2687,0.5323,0.4760,0.0465 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-165 | Parent: mache-164 | Tag: a | Role: link | Text: ""Why not just use Lean?"" | Bounds: 0.2687,0.5368,0.1000,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-166 | Parent: mache-164 | Tag: a | Role: link | Text: "formalmethods" | Bounds: 0.3725,0.5387,0.0425,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_formalmethods
ID: mache-167 | Parent: mache-164 | Tag: a | Role: link | Text: "lawrencecpaulson.github.io" | Bounds: 0.4194,0.5368,0.1016,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
ID: mache-168 | Parent: mache-164 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,0.5574,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-169 | Parent: mache-168 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,0.5592,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-170 | Parent: mache-169 | Tag: img | Role: img | Text: "priime avatar" | Bounds: 0.2687,0.5609,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-171 | Parent: mache-168 | Tag: a | Role: link | Text: "priime" | Bounds: 0.2933,0.5592,0.0230,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-172 | Parent: mache-168 | Tag: label | Role: label | Text: "caches" | Bounds: 0.3694,0.5592,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-173 | Parent: mache-168 | Tag: a | Role: heading | Text: "no comments" | Bounds: 0.4026,0.5592,0.0511,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-174 | Parent: mache-164 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-175 | Parent: mache-164 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-176 | Parent: mache-175 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-177 | Parent: mache-175 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-178 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments.zero
ID: mache-179 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,0.5826,0.4927,0.0539 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-180 | Parent: mache-179 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,0.5863,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-181 | Parent: mache-180 | Tag: a | Role: link | Text: "27" | Bounds: 0.2553,0.5863,0.0093,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-182 | Parent: mache-179 | Tag: div | Role: div | Text: "      " | Bounds: 0.2687,0.5863,0.4760,0.0465 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-183 | Parent: mache-182 | Tag: a | Role: link | Text: "HardenedBSD Is Now Officially on Radicle" | Bounds: 0.2687,0.5907,0.1668,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-184 | Parent: mache-182 | Tag: a | Role: link | Text: "freebsd" | Bounds: 0.4393,0.5926,0.0240,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_freebsd
ID: mache-185 | Parent: mache-182 | Tag: a | Role: link | Text: "vcs" | Bounds: 0.4669,0.5926,0.0139,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_vcs
ID: mache-186 | Parent: mache-182 | Tag: a | Role: link | Text: "hardenedbsd.org" | Bounds: 0.4852,0.5907,0.0634,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
ID: mache-187 | Parent: mache-182 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,0.6113,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-188 | Parent: mache-187 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,0.6132,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-189 | Parent: mache-188 | Tag: img | Role: img | Text: "lattera avatar" | Bounds: 0.2687,0.6149,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-190 | Parent: mache-187 | Tag: a | Role: link | Text: "lattera" | Bounds: 0.3274,0.6132,0.0233,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-191 | Parent: mache-187 | Tag: label | Role: label | Text: "caches" | Bounds: 0.4084,0.6132,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-192 | Parent: mache-187 | Tag: a | Role: heading | Text: "7 comments" | Bounds: 0.4416,0.6132,0.0463,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-193 | Parent: mache-182 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-194 | Parent: mache-182 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-195 | Parent: mache-194 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-196 | Parent: mache-194 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-197 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments
ID: mache-198 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,0.6365,0.4927,0.0539 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-199 | Parent: mache-198 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,0.6402,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-200 | Parent: mache-199 | Tag: a | Role: link | Text: "15" | Bounds: 0.2553,0.6402,0.0093,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-201 | Parent: mache-198 | Tag: div | Role: div | Text: "      " | Bounds: 0.2687,0.6402,0.4760,0.0465 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-202 | Parent: mache-201 | Tag: a | Role: link | Text: "httpxyz one month in" | Bounds: 0.2687,0.6447,0.0833,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-203 | Parent: mache-201 | Tag: a | Role: link | Text: "python" | Bounds: 0.3558,0.6465,0.0225,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_python
ID: mache-204 | Parent: mache-201 | Tag: a | Role: link | Text: "tildeweb.nl" | Bounds: 0.3826,0.6447,0.0403,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
ID: mache-205 | Parent: mache-201 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,0.6652,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-206 | Parent: mache-205 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,0.6671,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-207 | Parent: mache-206 | Tag: img | Role: img | Text: "knl avatar" | Bounds: 0.2687,0.6688,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-208 | Parent: mache-205 | Tag: a | Role: link | Text: "knl" | Bounds: 0.2933,0.6671,0.0108,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-209 | Parent: mache-205 | Tag: label | Role: label | Text: "caches" | Bounds: 0.3572,0.6671,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-210 | Parent: mache-205 | Tag: a | Role: heading | Text: "2 comments" | Bounds: 0.3904,0.6671,0.0463,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-211 | Parent: mache-201 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-212 | Parent: mache-201 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-213 | Parent: mache-212 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-214 | Parent: mache-212 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-215 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments
ID: mache-216 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,0.6904,0.4927,0.0539 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-217 | Parent: mache-216 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,0.6941,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-218 | Parent: mache-217 | Tag: a | Role: link | Text: "61" | Bounds: 0.2553,0.6941,0.0093,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-219 | Parent: mache-216 | Tag: div | Role: div | Text: "      " | Bounds: 0.2687,0.6941,0.4760,0.0465 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-220 | Parent: mache-219 | Tag: a | Role: link | Text: "Dillo release 3.3.0" | Bounds: 0.2687,0.6986,0.0697,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-221 | Parent: mache-219 | Tag: a | Role: link | Text: "browsers" | Bounds: 0.3422,0.7005,0.0280,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_browsers
ID: mache-222 | Parent: mache-219 | Tag: a | Role: link | Text: "release" | Bounds: 0.3739,0.7005,0.0230,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_release
ID: mache-223 | Parent: mache-219 | Tag: a | Role: link | Text: "dillo-browser.org" | Bounds: 0.4013,0.6986,0.0621,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
ID: mache-224 | Parent: mache-219 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,0.7192,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-225 | Parent: mache-224 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,0.7210,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-226 | Parent: mache-225 | Tag: img | Role: img | Text: "rdg avatar" | Bounds: 0.2687,0.7227,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-227 | Parent: mache-224 | Tag: a | Role: link | Text: "rdg" | Bounds: 0.3274,0.7210,0.0124,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-228 | Parent: mache-224 | Tag: label | Role: label | Text: "caches" | Bounds: 0.3975,0.7210,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-229 | Parent: mache-224 | Tag: a | Role: heading | Text: "3 comments" | Bounds: 0.4307,0.7210,0.0463,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-230 | Parent: mache-219 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-231 | Parent: mache-219 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-232 | Parent: mache-231 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-233 | Parent: mache-231 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-234 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments
ID: mache-235 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,0.7444,0.4927,0.0766 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-236 | Parent: mache-235 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,0.7481,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-237 | Parent: mache-236 | Tag: a | Role: link | Text: "15" | Bounds: 0.2553,0.7481,0.0093,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-238 | Parent: mache-235 | Tag: div | Role: div | Text: "      " | Bounds: 0.2687,0.7481,0.4760,0.0692 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-239 | Parent: mache-238 | Tag: a | Role: link | Text: "The gold standard of optimization: A look under the hood of RollerCoaster Tycoon" | Bounds: 0.2687,0.7525,0.3245,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-240 | Parent: mache-238 | Tag: a | Role: link | Text: "games" | Bounds: 0.5969,0.7544,0.0219,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_games
ID: mache-241 | Parent: mache-238 | Tag: a | Role: link | Text: "performance" | Bounds: 0.6226,0.7544,0.0367,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_performance
ID: mache-242 | Parent: mache-238 | Tag: a | Role: link | Text: "programming" | Bounds: 0.6630,0.7544,0.0384,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_programming
ID: mache-243 | Parent: mache-238 | Tag: a | Role: link | Text: "larstofus.com" | Bounds: 0.2687,0.7752,0.0502,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
ID: mache-244 | Parent: mache-238 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,0.7957,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-245 | Parent: mache-244 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,0.7976,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-246 | Parent: mache-245 | Tag: img | Role: img | Text: "topicpartition avatar" | Bounds: 0.2687,0.7993,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-247 | Parent: mache-244 | Tag: a | Role: link | Text: "topicpartition" | Bounds: 0.2933,0.7976,0.0492,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-248 | Parent: mache-244 | Tag: label | Role: label | Text: "caches" | Bounds: 0.4002,0.7976,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-249 | Parent: mache-244 | Tag: a | Role: heading | Text: "4 comments" | Bounds: 0.4334,0.7976,0.0463,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-250 | Parent: mache-238 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-251 | Parent: mache-238 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-252 | Parent: mache-251 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-253 | Parent: mache-251 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-254 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments
ID: mache-255 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,0.8209,0.4927,0.0539 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-256 | Parent: mache-255 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,0.8246,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-257 | Parent: mache-256 | Tag: a | Role: link | Text: "11" | Bounds: 0.2553,0.8246,0.0093,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-258 | Parent: mache-255 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,0.8246,0.4760,0.0465 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-259 | Parent: mache-258 | Tag: a | Role: link | Text: "HTML written only using the C preprocessor" | Bounds: 0.2687,0.8291,0.1755,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-260 | Parent: mache-258 | Tag: a | Role: link | Text: "Description text for: HTML written only using the C preprocessor" | Bounds: 0.4465,0.8291,0.0097,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.description_present
ID: mache-261 | Parent: mache-258 | Tag: a | Role: link | Text: "c" | Bounds: 0.4599,0.8310,0.0084,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_c
ID: mache-262 | Parent: mache-258 | Tag: a | Role: link | Text: "chaos.social" | Bounds: 0.4727,0.8291,0.0458,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
ID: mache-263 | Parent: mache-258 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,0.8497,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-264 | Parent: mache-263 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,0.8515,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-265 | Parent: mache-264 | Tag: img | Role: img | Text: "hugoarnal avatar" | Bounds: 0.2687,0.8533,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-266 | Parent: mache-263 | Tag: a | Role: link | Text: "hugoarnal" | Bounds: 0.2933,0.8515,0.0372,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-267 | Parent: mache-263 | Tag: label | Role: label | Text: "caches" | Bounds: 0.3836,0.8515,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-268 | Parent: mache-263 | Tag: a | Role: heading | Text: "no comments" | Bounds: 0.4167,0.8515,0.0511,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-269 | Parent: mache-258 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-270 | Parent: mache-258 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-271 | Parent: mache-270 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-272 | Parent: mache-270 | Tag: a | Role: link | Text: "Ghostarchive" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
ID: mache-273 | Parent: mache-12 | Tag: a | Role: link | Text: " " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div > ol.stories.list > li.story > a.mobile_comments.zero
ID: mache-274 | Parent: mache-12 | Tag: div | Role: div | Text: "  " | Bounds: 0.2521,0.8749,0.4927,0.0539 | Path: div > ol.stories.list > li.story > div.story_liner.h-entry
ID: mache-275 | Parent: mache-274 | Tag: div | Role: div | Text: " " | Bounds: 0.2521,0.8786,0.0156,0.0430 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.voters
ID: mache-276 | Parent: mache-275 | Tag: a | Role: link | Text: "8" | Bounds: 0.2562,0.8786,0.0074,0.0430 | Path: li.story > div.story_liner.h-entry > div.voters > a.upvoter
ID: mache-277 | Parent: mache-274 | Tag: div | Role: div | Text: "      " | Bounds: 0.2687,0.8786,0.4760,0.0465 | Path: ol.stories.list > li.story > div.story_liner.h-entry > div.details
ID: mache-278 | Parent: mache-277 | Tag: a | Role: link | Text: "Let's Build the Terminal Pt. 1" | Bounds: 0.2687,0.8831,0.1131,0.0176 | Path: div.story_liner.h-entry > div.details > span.link.h-cite > a.u-url
ID: mache-279 | Parent: mache-277 | Tag: a | Role: link | Text: "c" | Bounds: 0.3855,0.8849,0.0084,0.0139 | Path: div.story_liner.h-entry > div.details > span.tags > a.tag.tag_c
ID: mache-280 | Parent: mache-277 | Tag: a | Role: link | Text: "chauhankiran.blogspot.com" | Bounds: 0.3983,0.8831,0.1030,0.0167 | Path: li.story > div.story_liner.h-entry > div.details > a.domain
ID: mache-281 | Parent: mache-277 | Tag: div | Role: div | Text: "       " | Bounds: 0.2687,0.9036,0.4760,0.0215 | Path: li.story > div.story_liner.h-entry > div.details > div.byline
ID: mache-282 | Parent: mache-281 | Tag: a | Role: link | Text: "" | Bounds: 0.2687,0.9055,0.0094,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a
ID: mache-283 | Parent: mache-282 | Tag: img | Role: img | Text: "chauhankiran avatar" | Bounds: 0.2687,0.9072,0.0083,0.0148 | Path: div.details > div.byline > a > img.avatar
ID: mache-284 | Parent: mache-281 | Tag: a | Role: link | Text: "chauhankiran" | Bounds: 0.3274,0.9055,0.0500,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > a.u-author.h-card
ID: mache-285 | Parent: mache-281 | Tag: label | Role: label | Text: "caches" | Bounds: 0.4351,0.9055,0.0267,0.0167 | Path: div.story_liner.h-entry > div.details > div.byline > label.caches
ID: mache-286 | Parent: mache-281 | Tag: a | Role: heading | Text: "3 comments" | Bounds: 0.4683,0.9055,0.0463,0.0167 | Path: div.details > div.byline > span.comments_label > a
ID: mache-287 | Parent: mache-277 | Tag: input | Role: textbox | Text: "checkbox" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > input.caches_button
ID: mache-288 | Parent: mache-277 | Tag: div | Role: div | Text: "   " | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: li.story > div.story_liner.h-entry > div.details > div.caches-dropdown
ID: mache-289 | Parent: mache-288 | Tag: a | Role: link | Text: "Archive.org" | Bounds: 0.0000,0.0000,0.0000,0.0000 | Path: div.story_liner.h-entry > div.details > div.caches-dropdown > a
