Interactive Elements:
ID: mache-0 | Parent: none | Tag: a | Role: link | Text: "" | Bounds: 0.0796,0.0093,0.0104,0.0185 | Path: tbody > tr > td > a
ID: mache-159 | Parent: none | Tag: a | Role: link | Text: "fda.gov" | Bounds: 0.3452,0.7227,0.0208,0.0120 | Path: td.title > span.titleline > span.sitebit.comhead > a
ID: mache-160 | Parent: none | Tag: a | Role: link | Text: "JeanKage" | Bounds: 0.1323,0.7370,0.0232,0.0102 | Path: tr > td.subtext > span.subline > a.hnuser
ID: mache-161 | Parent: none | Tag: a | Role: link | Text: "10 hours ago" | Bounds: 0.1572,0.7370,0.0322,0.0102 | Path: td.subtext > span.subline > span.age > a
ID: mache-162 | Parent: none | Tag: a | Role: link | Text: "hide" | Bounds: 0.1950,0.7370,0.0103,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-163 | Parent: none | Tag: a | Role: link | Text: "69 comments" | Bounds: 0.2110,0.7370,0.0332,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-164 | Parent: none | Tag: a | Role: link | Text: "" | Bounds: 0.0899,0.7546,0.0073,0.0093 | Path: tr.athing.submission > td.votelinks > center > a
ID: mache-165 | Parent: none | Tag: a | Role: link | Text: "Our principles" | Bounds: 0.0972,0.7532,0.0484,0.0148 | Path: tr.athing.submission > td.title > span.titleline > a
ID: mache-166 | Parent: none | Tag: a | Role: link | Text: "openai.com" | Bounds: 0.1500,0.7551,0.0322,0.0120 | Path: td.title > span.titleline > span.sitebit.comhead > a
ID: mache-167 | Parent: none | Tag: a | Role: link | Text: "tosh" | Bounds: 0.1292,0.7694,0.0105,0.0102 | Path: tr > td.subtext > span.subline > a.hnuser
ID: mache-168 | Parent: none | Tag: a | Role: link | Text: "1 hour ago" | Bounds: 0.1414,0.7694,0.0266,0.0102 | Path: td.subtext > span.subline > span.age > a
ID: mache-169 | Parent: none | Tag: a | Role: link | Text: "hide" | Bounds: 0.1736,0.7694,0.0103,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-170 | Parent: none | Tag: a | Role: link | Text: "45 comments" | Bounds: 0.1896,0.7694,0.0332,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-171 | Parent: none | Tag: a | Role: link | Text: "" | Bounds: 0.0899,0.7870,0.0073,0.0093 | Path: tr.athing.submission > td.votelinks > center > a
ID: mache-172 | Parent: none | Tag: a | Role: link | Text: "L123: A Lotus 1-2-3–style terminal spreadsheet with modern Excel compatibility" | Bounds: 0.0972,0.7856,0.2819,0.0148 | Path: tr.athing.submission > td.title > span.titleline > a
ID: mache-173 | Parent: none | Tag: a | Role: link | Text: "github.com/duane1024" | Bounds: 0.3836,0.7875,0.0651,0.0120 | Path: td.title > span.titleline > span.sitebit.comhead > a
ID: mache-174 | Parent: none | Tag: a | Role: link | Text: "duane1024" | Bounds: 0.1261,0.8019,0.0274,0.0102 | Path: tr > td.subtext > span.subline > a.hnuser
ID: mache-175 | Parent: none | Tag: a | Role: link | Text: "32 minutes ago" | Bounds: 0.1552,0.8019,0.0380,0.0102 | Path: td.subtext > span.subline > span.age > a
ID: mache-176 | Parent: none | Tag: a | Role: link | Text: "hide" | Bounds: 0.1989,0.8019,0.0103,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-177 | Parent: none | Tag: a | Role: link | Text: "discuss" | Bounds: 0.2148,0.8019,0.0176,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-178 | Parent: none | Tag: a | Role: link | Text: "" | Bounds: 0.0899,0.8194,0.0073,0.0093 | Path: tr.athing.submission > td.votelinks > center > a
ID: mache-179 | Parent: none | Tag: a | Role: link | Text: "Flipdiscs" | Bounds: 0.0972,0.8181,0.0292,0.0148 | Path: tr.athing.submission > td.title > span.titleline > a
ID: mache-180 | Parent: none | Tag: a | Role: link | Text: "flipdisc.io" | Bounds: 0.1309,0.8199,0.0261,0.0120 | Path: td.title > span.titleline > span.sitebit.comhead > a
ID: mache-181 | Parent: none | Tag: a | Role: link | Text: "skogstokig" | Bounds: 0.1323,0.8343,0.0260,0.0102 | Path: tr > td.subtext > span.subline > a.hnuser
ID: mache-182 | Parent: none | Tag: a | Role: link | Text: "17 hours ago" | Bounds: 0.1600,0.8343,0.0322,0.0102 | Path: td.subtext > span.subline > span.age > a
ID: mache-183 | Parent: none | Tag: a | Role: link | Text: "hide" | Bounds: 0.1978,0.8343,0.0103,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-184 | Parent: none | Tag: a | Role: link | Text: "85 comments" | Bounds: 0.2138,0.8343,0.0332,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-185 | Parent: none | Tag: a | Role: link | Text: "" | Bounds: 0.0899,0.8519,0.0073,0.0093 | Path: tr.athing.submission > td.votelinks > center > a
ID: mache-186 | Parent: none | Tag: a | Role: link | Text: "Supreme Court to hear arguments in landmark Roundup weedkiller case" | Bounds: 0.0972,0.8505,0.2532,0.0148 | Path: tr.athing.submission > td.title > span.titleline > a
ID: mache-187 | Parent: none | Tag: a | Role: link | Text: "nytimes.com" | Bounds: 0.3549,0.8523,0.0357,0.0120 | Path: td.title > span.titleline > span.sitebit.comhead > a
ID: mache-188 | Parent: none | Tag: a | Role: link | Text: "mikhael" | Bounds: 0.1292,0.8667,0.0192,0.0102 | Path: tr > td.subtext > span.subline > a.hnuser
ID: mache-189 | Parent: none | Tag: a | Role: link | Text: "4 hours ago" | Bounds: 0.1501,0.8667,0.0291,0.0102 | Path: td.subtext > span.subline > span.age > a
ID: mache-190 | Parent: none | Tag: a | Role: link | Text: "hide" | Bounds: 0.1848,0.8667,0.0103,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-191 | Parent: none | Tag: a | Role: link | Text: "73 comments" | Bounds: 0.2008,0.8667,0.0332,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-192 | Parent: none | Tag: a | Role: link | Text: "" | Bounds: 0.0899,0.8843,0.0073,0.0093 | Path: tr.athing.submission > td.votelinks > center > a
ID: mache-193 | Parent: none | Tag: a | Role: link | Text: "Show HN: Utilyze – an open source GPU monitoring tool more accurate than nvtop" | Bounds: 0.0972,0.8829,0.2895,0.0148 | Path: tr.athing.submission > td.title > span.titleline > a
ID: mache-194 | Parent: none | Tag: a | Role: link | Text: "systalyze.com" | Bounds: 0.3911,0.8847,0.0393,0.0120 | Path: td.title > span.titleline > span.sitebit.comhead > a
ID: mache-195 | Parent: none | Tag: a | Role: link | Text: "ManyaGhobadi" | Bounds: 0.1292,0.8991,0.0358,0.0102 | Path: tr > td.subtext > span.subline > a.hnuser
ID: mache-196 | Parent: none | Tag: a | Role: link | Text: "5 hours ago" | Bounds: 0.1668,0.8991,0.0291,0.0102 | Path: td.subtext > span.subline > span.age > a
ID: mache-197 | Parent: none | Tag: a | Role: link | Text: "hide" | Bounds: 0.2015,0.8991,0.0103,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-198 | Parent: none | Tag: a | Role: link | Text: "11 comments" | Bounds: 0.2175,0.8991,0.0332,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-199 | Parent: none | Tag: a | Role: link | Text: "" | Bounds: 0.0899,0.9167,0.0073,0.0093 | Path: tr.athing.submission > td.votelinks > center > a
ID: mache-200 | Parent: none | Tag: a | Role: link | Text: "Quarkdown – Markdown with Superpowers" | Bounds: 0.0972,0.9153,0.1498,0.0148 | Path: tr.athing.submission > td.title > span.titleline > a
ID: mache-201 | Parent: none | Tag: a | Role: link | Text: "quarkdown.com" | Bounds: 0.2515,0.9171,0.0445,0.0120 | Path: td.title > span.titleline > span.sitebit.comhead > a
ID: mache-202 | Parent: none | Tag: a | Role: link | Text: "amai" | Bounds: 0.1323,0.9315,0.0119,0.0102 | Path: tr > td.subtext > span.subline > a.hnuser
ID: mache-203 | Parent: none | Tag: a | Role: link | Text: "11 hours ago" | Bounds: 0.1459,0.9315,0.0322,0.0102 | Path: td.subtext > span.subline > span.age > a
ID: mache-204 | Parent: none | Tag: a | Role: link | Text: "hide" | Bounds: 0.1838,0.9315,0.0103,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-205 | Parent: none | Tag: a | Role: link | Text: "60 comments" | Bounds: 0.1997,0.9315,0.0332,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-206 | Parent: none | Tag: a | Role: link | Text: "" | Bounds: 0.0899,0.9491,0.0073,0.0093 | Path: tr.athing.submission > td.votelinks > center > a
ID: mache-207 | Parent: none | Tag: a | Role: link | Text: "Den stora Älgvandringen – The great moose migration (live)" | Bounds: 0.0972,0.9477,0.2110,0.0148 | Path: tr.athing.submission > td.title > span.titleline > a
ID: mache-208 | Parent: none | Tag: a | Role: link | Text: "svtplay.se" | Bounds: 0.3126,0.9495,0.0276,0.0120 | Path: td.title > span.titleline > span.sitebit.comhead > a
ID: mache-209 | Parent: none | Tag: a | Role: link | Text: "donjoe" | Bounds: 0.1292,0.9639,0.0166,0.0102 | Path: tr > td.subtext > span.subline > a.hnuser
ID: mache-210 | Parent: none | Tag: a | Role: link | Text: "6 hours ago" | Bounds: 0.1475,0.9639,0.0291,0.0102 | Path: td.subtext > span.subline > span.age > a
ID: mache-211 | Parent: none | Tag: a | Role: link | Text: "hide" | Bounds: 0.1822,0.9639,0.0103,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-212 | Parent: none | Tag: a | Role: link | Text: "8 comments" | Bounds: 0.1982,0.9639,0.0302,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-213 | Parent: none | Tag: a | Role: link | Text: "" | Bounds: 0.0899,0.9815,0.0073,0.0093 | Path: tr.athing.submission > td.votelinks > center > a
ID: mache-214 | Parent: none | Tag: a | Role: link | Text: "GitHub is having issues now" | Bounds: 0.0972,0.9801,0.0981,0.0148 | Path: tr.athing.submission > td.title > span.titleline > a
ID: mache-215 | Parent: none | Tag: a | Role: link | Text: "githubstatus.com" | Bounds: 0.1997,0.9819,0.0483,0.0120 | Path: td.title > span.titleline > span.sitebit.comhead > a
ID: mache-216 | Parent: none | Tag: a | Role: link | Text: "SenHeng" | Bounds: 0.1323,0.9963,0.0219,0.0102 | Path: tr > td.subtext > span.subline > a.hnuser
ID: mache-217 | Parent: none | Tag: a | Role: link | Text: "2 hours ago" | Bounds: 0.1560,0.9963,0.0291,0.0102 | Path: td.subtext > span.subline > span.age > a
ID: mache-218 | Parent: none | Tag: a | Role: link | Text: "hide" | Bounds: 0.1907,0.9963,0.0103,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-219 | Parent: none | Tag: a | Role: link | Text: "88 comments" | Bounds: 0.2067,0.9963,0.0332,0.0102 | Path: tr > td.subtext > span.subline > a
ID: mache-220 | Parent: none | Tag: a | Role: link | Text: "More" | Bounds: 0.0972,1.0204,0.0172,0.0148 | Path: tbody > tr > td.title > a.morelink
ID: mache-221 | Parent: none | Tag: a | Role: link | Text: "Consider applying for YC's Summer 2026 batch! Applications are open till May 4" | Bounds: 0.3601,1.0611,0.2799,0.0148 | Path: tr > td > center > a
ID: mache-222 | Parent: none | Tag: a | Role: link | Text: "Guidelines" | Bounds: 0.4009,1.0907,0.0289,0.0120 | Path: td > center > span.yclinks > a
ID: mache-223 | Parent: none | Tag: a | Role: link | Text: "FAQ" | Bounds: 0.4362,1.0907,0.0111,0.0120 | Path: td > center > span.yclinks > a
ID: mache-224 | Parent: none | Tag: a | Role: link | Text: "Lists" | Bounds: 0.4537,1.0907,0.0126,0.0120 | Path: td > center > span.yclinks > a
ID: mache-225 | Parent: none | Tag: a | Role: link | Text: "API" | Bounds: 0.4727,1.0907,0.0095,0.0120 | Path: td > center > span.yclinks > a
ID: mache-226 | Parent: none | Tag: a | Role: link | Text: "Security" | Bounds: 0.4886,1.0907,0.0229,0.0120 | Path: td > center > span.yclinks > a
ID: mache-227 | Parent: none | Tag: a | Role: link | Text: "Legal" | Bounds: 0.5179,1.0907,0.0147,0.0120 | Path: td > center > span.yclinks > a
ID: mache-228 | Parent: none | Tag: a | Role: link | Text: "Apply to YC" | Bounds: 0.5390,1.0907,0.0323,0.0120 | Path: td > center > span.yclinks > a
ID: mache-229 | Parent: none | Tag: a | Role: link | Text: "Contact" | Bounds: 0.5778,1.0907,0.0214,0.0120 | Path: td > center > span.yclinks > a
ID: mache-230 | Parent: none | Tag: form | Role: form | Text: "Search:" | Bounds: 0.0785,1.1176,0.8429,0.0194 | Path: tr > td > center > form
ID: mache-231 | Parent: mache-230 | Tag: input | Role: textbox | Text: "text" | Bounds: 0.4760,1.1176,0.0776,0.0194 | Path: td > center > form > input
